Fecha,Precio_Petroleo,Precio_Gas,Precio_Carbon,COP/USD
2013-10-28,98.68,84.6,3.569,1884.63
2013-10-25,97.85,81.45,3.707,1882.55
2013-10-24,97.11,81.5,3.629,1881.2
2013-10-23,96.86,81.25,3.6189999999999998,1882.43
2013-10-22,97.8,81.2,3.581,1879.72
2013-10-21,99.22,80.9,3.668,1884.18
2013-10-18,100.81,81.3,3.7640000000000002,1881.32
2013-10-17,100.67,80.75,3.757,1877.9
2013-10-16,102.29,80.55,3.769,1884.16
2013-10-15,101.21,80.6,3.79,1882.9
2013-10-14,102.41,80.7,3.82,1881.38
2013-10-11,102.02,80.45,3.776,1880.7
2013-10-10,103.01,80.9,3.723,1886.3
2013-10-09,101.61,80.9,3.6790000000000003,1891.9
2013-10-08,103.49,80.5,3.716,1889.68
2013-10-07,103.03,80.8,3.629,1887.03
2013-10-04,103.84,80.0,3.5060000000000002,1886.8
2013-10-03,103.31,79.8,3.499,1887.94
2013-10-02,104.1,79.95,3.542,1888.49
2013-10-01,102.04,78.75,3.609,1892.65
2013-09-30,102.33,79.15,3.56,1906.0
2013-09-27,102.87,78.4,3.589,1910.8
2013-09-26,103.03,78.55,3.498,1902.55
2013-09-25,102.66,78.55,3.493,1893.18
2013-09-24,103.13,78.5,3.492,1890.18
2013-09-23,103.59,78.5,3.602,1891.22
2013-09-20,104.67,78.4,3.6870000000000003,1896.26
2013-09-19,106.39,78.55,3.7199999999999998,1883.23
2013-09-18,108.07,78.55,3.713,1906.58
2013-09-17,105.42,78.5,3.745,1915.54
2013-09-16,106.59,77.75,3.738,1919.86
2013-09-13,108.21,77.8,3.677,1923.3
2013-09-12,108.6,77.7,3.638,1921.05
2013-09-11,107.56,77.4,3.567,1919.65
2013-09-10,107.39,77.25,3.584,1936.26
2013-09-09,109.52,77.2,3.605,1944.1
2013-09-06,110.53,77.1,3.5300000000000002,1950.23
2013-09-05,108.37,77.0,3.575,1956.29
2013-09-04,107.23,76.95,3.683,1940.11
2013-09-03,108.54,78.5,3.666,1944.88
2013-08-30,107.65,78.55,3.581,1932.95
2013-08-29,108.8,78.25,3.618,1941.31
2013-08-28,110.1,78.25,3.567,1938.85
2013-08-27,109.01,78.1,3.534,1938.8
2013-08-26,105.92,78.3,3.513,1925.85
2013-08-23,106.42,78.3,3.485,1916.98
2013-08-22,105.03,78.5,3.545,1915.63
2013-08-21,103.85,78.45,3.46,1925.93
2013-08-20,104.96,78.55,3.444,1921.5
2013-08-19,107.1,78.8,3.463,1912.0
2013-08-16,107.46,78.7,3.368,1911.72
2013-08-15,107.33,78.65,3.419,1901.21
2013-08-14,106.85,78.9,3.342,1890.22
2013-08-13,106.83,78.45,3.285,1882.05
2013-08-12,106.11,78.35,3.31,1876.5
2013-08-09,105.97,77.7,3.23,1872.9
2013-08-08,103.4,77.1,3.297,1876.95
2013-08-07,104.37,76.9,3.247,1879.91
2013-08-06,105.3,76.8,3.318,1879.55
2013-08-05,106.56,76.95,3.319,1883.35
2013-08-02,106.94,77.0,3.347,1889.1
2013-08-01,107.89,76.95,3.387,1899.0
2013-07-31,105.03,77.05,3.446,1894.48
2013-07-30,103.08,77.3,3.432,1890.74
2013-07-29,104.55,76.85,3.459,1888.6
2013-07-26,104.7,77.25,3.555,1885.36
2013-07-25,105.49,77.3,3.644,1887.68
2013-07-24,105.39,77.25,3.698,1892.0
2013-07-23,107.23,77.35,3.743,1888.53
2013-07-22,106.91,77.2,3.677,1881.84
2013-07-19,108.05,77.3,3.789,1882.37
2013-07-18,108.04,77.4,3.8120000000000003,1884.85
2013-07-17,106.48,77.25,3.629,1875.67
2013-07-16,106.0,77.15,3.677,1880.0
2013-07-15,106.32,77.0,3.674,1886.98
2013-07-12,105.95,76.6,3.644,1904.82
2013-07-11,104.91,76.95,3.613,1910.45
2013-07-10,106.52,76.45,3.68,1919.1
2013-07-09,103.53,76.85,3.657,1920.86
2013-07-08,103.14,76.95,3.741,1925.83
2013-07-05,103.22,76.95,3.617,1928.34
2013-07-03,101.24,77.35,3.69,1914.1
2013-07-02,99.6,77.55,3.654,1914.27
2013-07-01,97.99,76.95,3.577,1921.5
2013-06-28,96.56,83.0,3.565,1922.77
2013-06-27,97.05,83.0,3.582,1922.87
2013-06-26,95.5,83.0,3.707,1930.47
2013-06-25,95.32,83.0,3.6470000000000002,1924.6
2013-06-24,95.18,82.95,3.739,1940.6
2013-06-21,93.69,83.15,3.771,1937.3
2013-06-20,95.4,83.45,3.877,1939.2
2013-06-19,98.24,83.75,3.963,1896.18
2013-06-18,98.44,83.7,3.9050000000000002,1904.07
2013-06-17,97.77,83.8,3.875,1886.6
2013-06-14,97.85,83.75,3.733,1882.12
2013-06-13,96.69,83.75,3.814,1891.7
2013-06-12,95.88,83.9,3.777,1897.73
2013-06-11,95.38,84.05,3.724,1904.76
2013-06-10,95.77,84.45,3.8,1892.1
2013-06-07,96.03,85.5,3.828,1892.0
2013-06-06,94.76,85.7,3.827,1904.58
2013-06-05,93.74,86.4,4.001,1899.85
2013-06-04,93.31,86.55,3.998,1894.05
2013-06-03,93.45,86.6,3.991,1902.5
2013-05-31,91.97,87.7,3.984,1902.48
2013-05-30,93.61,87.65,4.023,1890.05
2013-05-29,93.13,87.7,4.148,1892.4
2013-05-28,95.01,87.5,4.174,1898.42
2013-05-24,94.15,87.75,4.237,1878.75
2013-05-23,94.25,87.8,4.261,1865.75
2013-05-22,94.28,87.65,4.186,1856.54
2013-05-21,96.16,87.7,4.192,1846.88
2013-05-20,96.71,87.75,4.09,1842.8
2013-05-17,96.02,87.7,4.055,1841.79
2013-05-16,95.16,87.65,3.932,1840.05
2013-05-15,94.3,87.6,4.07,1844.76
2013-05-14,94.21,87.5,4.024,1839.43
2013-05-13,95.17,87.4,3.925,1833.85
2013-05-10,96.04,87.35,3.91,1833.98
2013-05-09,96.39,87.7,3.983,1830.05
2013-05-08,96.62,87.7,3.9779999999999998,1830.82
2013-05-07,95.62,87.65,3.92,1827.0
2013-05-06,96.16,87.5,4.011,1829.15
2013-05-03,95.61,87.5,4.041,1834.38
2013-05-02,93.99,86.9,4.025,1837.93
2013-05-01,91.03,87.0,4.326,1825.07
2013-04-30,93.46,87.0,4.343,1824.95
2013-04-29,94.5,86.8,4.392,1827.35
2013-04-26,93.0,86.95,4.152,1834.44
2013-04-25,93.64,87.3,4.167,1831.1
2013-04-24,91.43,87.25,4.166,1836.6
2013-04-23,89.18,88.15,4.2379999999999995,1838.15
2013-04-22,88.76,87.5,4.267,1839.15
2013-04-19,88.01,87.4,4.408,1837.08
2013-04-18,87.73,87.65,4.401,1841.4
2013-04-17,86.68,87.45,4.214,1849.04
2013-04-16,88.72,88.05,4.16,1833.65
2013-04-15,88.71,88.2,4.1370000000000005,1834.43
2013-04-12,91.29,89.4,4.222,1826.1
2013-04-11,93.51,88.8,4.139,1823.7
2013-04-10,94.64,88.5,4.085,1819.7
2013-04-09,94.2,88.3,4.017,1814.94
2013-04-08,93.36,88.5,4.082,1817.0
2013-04-05,92.7,88.4,4.125,1819.73
2013-04-04,93.26,88.05,3.947,1828.5
2013-04-03,94.45,87.65,3.9,1820.5
2013-04-02,97.19,86.9,3.969,1813.57
2013-04-01,97.07,87.05,4.015,1822.48
2013-03-28,97.23,90.65,4.024,1827.27
2013-03-27,96.58,90.95,4.068,1825.13
2013-03-26,96.34,91.75,3.976,1831.0
2013-03-25,94.81,91.9,3.865,1829.14
2013-03-22,93.71,91.8,3.927,1828.4
2013-03-21,92.45,91.6,3.935,1819.91
2013-03-20,92.96,91.1,3.96,1818.2
2013-03-19,92.16,91.75,3.969,1811.72
2013-03-18,93.74,92.25,3.882,1808.65
2013-03-15,93.45,92.55,3.872,1806.2
2013-03-14,93.03,92.2,3.8120000000000003,1798.3
2013-03-13,92.52,92.25,3.68,1797.6
2013-03-12,92.54,92.3,3.645,1800.0
2013-03-11,92.06,91.85,3.649,1802.05
2013-03-08,91.95,92.05,3.629,1801.5
2013-03-07,91.56,92.35,3.582,1802.6
2013-03-06,90.43,92.75,3.4699999999999998,1807.5
2013-03-05,90.82,93.1,3.529,1809.75
2013-03-04,90.12,93.35,3.529,1813.6
2013-03-01,90.68,94.05,3.456,1812.75
2013-02-28,92.05,94.25,3.4859999999999998,1813.07
2013-02-27,92.76,93.55,3.434,1813.91
2013-02-26,92.63,92.75,3.427,1817.81
2013-02-25,93.11,93.35,3.414,1812.2
2013-02-22,93.13,94.5,3.291,1798.99
2013-02-21,92.84,95.25,3.246,1799.2
2013-02-20,94.46,94.9,3.279,1791.7
2013-02-19,96.66,94.9,3.2720000000000002,1790.88
2013-02-15,95.86,94.85,3.153,1787.05
2013-02-14,97.31,95.1,3.163,1783.2
2013-02-13,97.01,95.1,3.306,1778.27
2013-02-12,97.51,95.55,3.23,1780.52
2013-02-11,97.03,95.4,3.279,1784.76
2013-02-08,95.72,96.0,3.2720000000000002,1788.75
2013-02-07,95.83,95.7,3.285,1792.33
2013-02-06,96.62,96.3,3.418,1791.5
2013-02-05,96.64,96.15,3.399,1786.87
2013-02-04,96.17,95.6,3.315,1787.52
2013-02-01,97.77,95.4,3.301,1776.18
2013-01-31,97.49,95.2,3.339,1775.23
2013-01-30,97.94,95.45,3.335,1777.35
2013-01-29,97.57,95.35,3.226,1773.68
2013-01-28,96.44,95.35,3.289,1780.07
2013-01-25,95.88,93.25,3.444,1779.9
2013-01-24,95.95,93.15,3.446,1779.67
2013-01-23,95.23,93.15,3.5540000000000003,1780.5
2013-01-22,96.24,93.25,3.558,1777.7
2013-01-18,95.56,93.25,3.566,1769.33
2013-01-17,95.49,93.35,3.4939999999999998,1765.66
2013-01-16,94.24,93.25,3.435,1774.03
2013-01-15,93.28,93.3,3.455,1769.83
2013-01-14,94.14,93.6,3.373,1759.0
2013-01-11,93.56,93.65,3.327,1763.58
2013-01-10,93.82,93.25,3.193,1763.3
2013-01-09,93.1,93.3,3.113,1768.73
2013-01-08,93.15,93.4,3.218,1771.2
2013-01-07,93.19,94.35,3.266,1770.5
2013-01-04,93.09,95.0,3.287,1771.0
2013-01-03,92.92,94.4,3.198,1762.7
2013-01-02,93.12,94.85,3.233,1763.5
2012-12-31,91.82,93.75,3.351,1767.0
2012-12-28,90.8,93.55,3.469,1760.75
2012-12-27,90.87,93.5,3.354,1773.37
2012-12-26,90.98,93.45,3.392,1772.7
2012-12-24,88.61,93.45,3.346,1776.5
2012-12-21,88.66,93.45,3.451,1776.85
2012-12-20,90.13,93.7,3.462,1788.33
2012-12-19,89.51,93.8,3.32,1791.65
2012-12-18,87.93,93.7,3.418,1793.75
2012-12-17,87.2,93.5,3.358,1796.1
2012-12-14,86.73,93.75,3.314,1796.4
2012-12-13,85.89,92.85,3.347,1796.75
2012-12-12,86.77,91.95,3.382,1794.82
2012-12-11,85.79,92.6,3.412,1800.22
2012-12-10,85.56,93.15,3.46,1799.3
2012-12-07,85.93,93.2,3.551,1796.66
2012-12-06,86.26,93.75,3.666,1799.7
2012-12-05,87.88,94.4,3.7,1811.73
2012-12-04,88.5,94.6,3.539,1812.99
2012-12-03,89.09,95.15,3.591,1815.3
2012-11-30,88.91,85.9,3.561,1814.83
2012-11-29,88.07,85.85,3.648,1815.16
2012-11-28,86.49,85.8,3.6959999999999997,1823.35
2012-11-27,87.18,85.55,3.769,1824.72
2012-11-26,87.74,85.6,3.73,1824.25
2012-11-23,88.28,85.45,3.901,1823.8
2012-11-21,87.38,84.8,3.903,1815.48
2012-11-20,86.75,84.95,3.832,1816.08
2012-11-19,89.28,85.4,3.719,1818.46
2012-11-16,86.67,85.55,3.79,1824.05
2012-11-15,85.45,84.8,3.703,1824.6
2012-11-14,86.32,84.45,3.76,1820.05
2012-11-13,85.38,84.3,3.739,1817.4
2012-11-12,85.57,85.0,3.57,1815.5
2012-11-09,86.07,84.7,3.503,1815.35
2012-11-08,85.09,84.2,3.608,1810.25
2012-11-07,84.44,83.15,3.578,1812.88
2012-11-06,88.71,83.2,3.617,1811.62
2012-11-05,85.65,83.35,3.5540000000000003,1829.86
2012-11-02,84.86,82.9,3.5540000000000003,1826.4
2012-11-01,87.09,83.4,3.699,1825.13
2012-10-31,86.24,83.6,3.692,1832.15
2012-10-30,85.68,84.0,3.691,1831.3
2012-10-29,85.54,83.7,3.471,1830.42
2012-10-26,86.28,83.25,3.4,1828.03
2012-10-25,86.05,83.25,3.434,1817.95
2012-10-24,85.73,83.25,3.45,1816.5
2012-10-23,86.67,83.05,3.535,1815.83
2012-10-22,88.73,83.15,3.452,1808.61
2012-10-19,90.05,83.5,3.617,1798.6
2012-10-18,92.1,83.3,3.5869999999999997,1796.41
2012-10-17,92.12,83.75,3.4699999999999998,1797.98
2012-10-16,92.09,82.55,3.437,1799.35
2012-10-15,91.85,82.35,3.4859999999999998,1797.79
2012-10-12,91.86,83.3,3.6109999999999998,1797.5
2012-10-11,92.07,83.6,3.604,1799.3
2012-10-10,91.25,84.35,3.475,1800.0
2012-10-09,92.39,85.2,3.467,1799.15
2012-10-08,89.33,86.0,3.403,1793.02
2012-10-05,89.88,86.25,3.396,1795.9
2012-10-04,91.71,86.25,3.406,1795.05
2012-10-03,88.14,85.85,3.395,1802.62
2012-10-02,91.89,86.15,3.531,1798.8
2012-10-01,92.48,86.15,3.48,1800.65
2012-09-28,92.19,89.5,3.32,1800.53
2012-09-27,91.85,89.6,3.297,1798.82
2012-09-26,89.98,89.6,3.023,1797.65
2012-09-25,91.37,89.65,2.924,1796.95
2012-09-24,91.93,89.5,2.8369999999999997,1800.4
2012-09-21,92.89,90.45,2.885,1798.35
2012-09-20,91.87,90.1,2.797,1794.03
2012-09-19,91.98,90.6,2.762,1796.68
2012-09-18,95.29,90.5,2.773,1796.25
2012-09-17,96.62,90.0,2.865,1798.83
2012-09-14,99.0,90.0,2.943,1793.78
2012-09-13,98.31,90.0,3.037,1793.83
2012-09-12,97.01,90.55,3.063,1801.88
2012-09-11,97.17,90.55,2.992,1796.85
2012-09-10,96.54,91.0,2.8120000000000003,1797.41
2012-09-07,96.42,91.2,2.682,1800.09
2012-09-06,95.53,91.15,2.776,1800.73
2012-09-05,95.36,91.35,2.795,1809.9
2012-09-04,95.3,91.2,2.854,1825.08
2012-08-31,96.47,91.75,2.799,1825.2
2012-08-30,94.62,91.1,2.748,1829.83
2012-08-29,95.49,91.05,2.634,1830.7
2012-08-28,96.33,91.3,2.614,1828.45
2012-08-27,95.47,91.35,2.653,1823.17
2012-08-24,96.15,91.35,2.702,1814.55
2012-08-23,96.27,91.45,2.802,1809.35
2012-08-22,97.26,91.4,2.826,1812.7
2012-08-21,96.68,91.65,2.775,1814.1
2012-08-20,95.97,91.5,2.776,1821.0
2012-08-17,96.01,91.55,2.719,1819.77
2012-08-16,95.6,91.8,2.724,1819.3
2012-08-15,94.33,92.1,2.748,1817.8
2012-08-14,93.43,92.45,2.834,1803.19
2012-08-13,92.73,92.55,2.729,1793.8
2012-08-10,92.87,92.15,2.77,1790.52
2012-08-09,93.36,92.55,2.945,1788.78
2012-08-08,93.35,93.4,2.933,1787.05
2012-08-07,93.67,92.1,2.964,1786.5
2012-08-06,92.2,91.55,2.908,1788.5
2012-08-03,91.4,89.75,2.877,1786.88
2012-08-02,87.13,89.45,2.92,1790.5
2012-08-01,88.91,90.2,3.171,1787.15
2012-07-31,88.06,90.15,3.209,1792.2
2012-07-30,89.78,89.1,3.214,1790.61
2012-07-27,90.13,88.4,3.01,1791.56
2012-07-26,89.39,88.15,3.105,1791.76
2012-07-25,88.97,87.75,3.07,1798.46
2012-07-24,88.5,87.55,3.187,1802.95
2012-07-23,88.14,87.05,3.117,1789.18
2012-07-20,91.44,88.1,3.081,1780.0
2012-07-19,92.66,87.95,2.999,1779.5
2012-07-18,89.87,88.05,2.973,1776.23
2012-07-17,89.22,87.5,2.7960000000000003,1780.28
2012-07-16,88.43,87.75,2.801,1779.8
2012-07-13,87.1,87.55,2.874,1775.98
2012-07-12,86.08,87.15,2.874,1787.43
2012-07-11,85.81,87.3,2.8529999999999998,1785.21
2012-07-10,83.91,87.9,2.737,1786.88
2012-07-09,85.99,88.6,2.883,1789.25
2012-07-06,84.45,88.9,2.776,1784.55
2012-07-05,87.22,89.0,2.945,1775.68
2012-07-03,87.66,90.15,2.899,1769.5
2012-07-02,83.75,89.9,2.824,1780.11
2012-06-29,84.96,88.4,2.824,1783.76
2012-06-28,77.69,88.4,2.722,1806.5
2012-06-27,80.21,88.4,2.774,1796.02
2012-06-26,79.36,88.1,2.767,1802.77
2012-06-25,79.21,88.1,2.694,1802.63
2012-06-22,79.76,88.15,2.625,1791.03
2012-06-21,78.2,87.75,2.582,1777.43
2012-06-20,81.8,87.65,2.517,1770.35
2012-06-19,84.03,87.6,2.545,1770.5
2012-06-18,83.27,87.2,2.635,1790.0
2012-06-15,84.03,87.85,2.467,1783.9
2012-06-14,83.91,87.45,2.495,1791.8
2012-06-13,82.62,88.65,2.185,1784.08
2012-06-12,83.32,88.3,2.232,1777.75
2012-06-11,82.7,88.25,2.218,1776.0
2012-06-08,84.1,88.5,2.299,1776.75
2012-06-07,84.82,89.4,2.274,1769.82
2012-06-06,85.02,90.25,2.421,1782.92
2012-06-05,84.29,91.25,2.446,1792.35
2012-06-04,83.98,91.25,2.415,1817.25
2012-06-01,83.23,91.25,2.326,1830.63
2012-05-31,86.53,91.45,2.422,1827.94
2012-05-30,87.82,91.65,2.418,1826.75
2012-05-29,90.76,92.25,2.429,1814.7
2012-05-25,90.86,98.5,2.568,1832.7
2012-05-24,90.66,97.25,2.6470000000000002,1841.54
2012-05-23,89.9,96.95,2.737,1844.24
2012-05-22,91.66,97.85,2.707,1826.8
2012-05-21,92.57,98.2,2.609,1829.67
2012-05-18,91.48,98.65,2.742,1822.9
2012-05-17,92.56,99.05,2.594,1806.1
2012-05-16,92.81,98.75,2.618,1794.33
2012-05-15,93.98,99.0,2.5,1786.2
2012-05-14,94.78,99.35,2.431,1771.5
2012-05-11,96.13,99.65,2.509,1762.85
2012-05-10,97.08,99.6,2.487,1762.93
2012-05-09,96.81,99.75,2.465,1767.65
2012-05-08,97.01,99.6,2.393,1765.9
2012-05-07,97.94,99.65,2.336,1755.0
2012-05-04,98.49,99.65,2.279,1758.7
2012-05-03,102.54,99.9,2.34,1756.45
2012-05-02,105.22,99.75,2.253,1757.05
2012-05-01,106.16,100.95,2.371,1763.65
2012-04-30,104.87,100.75,2.285,1762.0
2012-04-27,104.93,102.95,2.186,1764.4
2012-04-26,104.55,103.05,2.036,1762.08
2012-04-25,104.12,103.05,2.068,1761.9
2012-04-24,103.55,103.25,1.975,1769.4
2012-04-23,103.11,102.7,2.007,1769.83
2012-04-20,103.05,103.2,1.927,1771.1
2012-04-19,102.27,103.05,1.907,1774.0
2012-04-18,102.67,103.55,1.951,1774.74
2012-04-17,104.2,102.85,1.951,1770.0
2012-04-16,102.93,103.65,2.016,1776.2
2012-04-13,102.83,105.05,1.9809999999999999,1775.5
2012-04-12,103.64,105.45,1.983,1777.21
2012-04-11,102.7,105.4,1.984,1787.83
2012-04-10,101.02,106.4,2.031,1793.9
2012-04-09,102.46,106.75,2.107,1783.88
2012-04-05,103.31,106.75,2.089,1775.34
2012-04-04,101.47,106.95,2.141,1772.9
2012-04-03,104.01,108.45,2.187,1769.2
2012-04-02,105.23,109.45,2.152,1775.66
2012-03-30,103.02,107.0,2.126,1788.75
2012-03-29,102.78,107.0,2.149,1792.0
2012-03-28,105.41,107.2,2.191,1774.5
2012-03-27,107.33,107.0,2.208,1763.8
2012-03-26,107.03,107.0,2.226,1760.75
2012-03-23,106.87,107.15,2.275,1760.27
2012-03-22,105.35,107.3,2.269,1760.46
2012-03-21,107.27,107.25,2.36,1759.56
2012-03-20,105.61,106.9,2.335,1757.95
2012-03-19,108.09,107.25,2.351,1760.0
2012-03-16,107.06,107.15,2.326,1759.7
2012-03-15,105.11,107.0,2.279,1760.4
2012-03-14,105.43,107.2,2.284,1764.0
2012-03-13,106.71,106.8,2.299,1758.15
2012-03-12,106.34,107.1,2.269,1763.9
2012-03-09,107.4,107.65,2.324,1762.35
2012-03-08,106.58,108.6,2.2720000000000002,1765.0
2012-03-07,106.16,109.35,2.302,1768.8
2012-03-06,104.7,109.35,2.356,1780.68
2012-03-05,106.72,110.05,2.355,1772.2
2012-03-02,106.7,110.75,2.484,1774.0
2012-03-01,108.84,111.25,2.463,1769.25
2012-02-29,107.07,112.1,2.616,1767.0
2012-02-28,106.55,113.5,2.519,1767.35
2012-02-27,108.56,114.5,2.446,1772.01
2012-02-24,109.77,118.0,2.55,1775.75
2012-02-23,107.83,118.0,2.621,1776.45
2012-02-22,106.28,118.1,2.643,1782.01
2012-02-21,105.84,117.85,2.626,1778.35
2012-02-17,103.24,118.15,2.684,1778.5
2012-02-16,102.31,118.05,2.567,1784.5
2012-02-15,101.8,118.05,2.425,1795.35
2012-02-14,100.74,117.95,2.532,1790.2
2012-02-13,100.91,117.85,2.431,1778.2
2012-02-10,98.67,117.75,2.477,1784.15
2012-02-09,99.84,118.0,2.477,1776.45
2012-02-08,98.71,118.1,2.448,1779.3
2012-02-07,98.41,118.2,2.472,1782.1
2012-02-06,96.91,118.05,2.55,1787.3
2012-02-03,97.84,118.25,2.499,1784.5
2012-02-02,96.36,117.65,2.5540000000000003,1793.88
2012-02-01,97.61,117.15,2.382,1799.63
2012-01-31,98.48,117.45,2.503,1810.4
2012-01-30,98.78,118.85,2.713,1817.75
2012-01-27,99.56,118.1,2.678,1807.03
2012-01-26,99.7,117.45,2.605,1810.8
2012-01-25,99.4,117.5,2.729,1812.65
2012-01-24,98.95,117.5,2.5540000000000003,1814.0
2012-01-23,99.58,116.65,2.525,1813.8
2012-01-20,98.46,116.5,2.343,1823.9
2012-01-19,100.39,115.15,2.322,1825.86
2012-01-18,100.59,115.25,2.472,1823.1
2012-01-17,100.71,114.2,2.488,1837.4
2012-01-13,98.7,113.65,2.67,1841.05
2012-01-12,99.1,113.7,2.697,1838.35
2012-01-11,100.87,113.85,2.774,1850.0
2012-01-10,102.24,113.0,2.941,1860.9
2012-01-09,101.31,112.95,3.011,1880.5
2012-01-06,101.56,113.5,3.062,1880.35
2012-01-05,101.81,112.35,2.98,1880.5
2012-01-04,103.22,112.25,3.096,1885.75
2012-01-03,102.96,111.3,2.993,1906.98
2011-12-30,98.83,112.25,2.989,1938.5
2011-12-29,99.65,110.85,3.027,1939.9
2011-12-28,99.36,110.8,3.084,1941.25
2011-12-27,101.34,111.3,3.112,1922.5
2011-12-23,99.68,111.3,3.114,1920.16
2011-12-22,99.53,111.25,3.169,1923.3
2011-12-21,98.67,111.1,3.155,1931.88
2011-12-20,97.22,110.85,3.128,1934.25
2011-12-19,93.88,110.4,3.096,1935.1
2011-12-16,93.53,110.7,3.127,1940.98
2011-12-15,93.87,111.0,3.127,1935.62
2011-12-14,94.95,111.1,3.136,1938.08
2011-12-13,100.14,111.25,3.279,1929.55
2011-12-12,97.77,111.5,3.254,1931.39
2011-12-09,99.41,111.15,3.317,1925.5
2011-12-08,98.34,110.75,3.457,1931.0
2011-12-07,100.49,110.95,3.421,1923.13
2011-12-06,101.28,111.35,3.487,1933.4
2011-12-05,100.99,111.95,3.461,1935.55
2011-12-02,100.96,111.9,3.584,1940.57
2011-12-01,100.2,111.85,3.648,1946.3
2011-11-30,100.36,111.6,3.55,1950.56
2011-11-29,99.79,110.55,3.633,1963.39
2011-11-28,98.21,110.3,3.364,1949.78
2011-11-25,96.77,114.5,3.542,1956.69
2011-11-23,96.17,114.7,3.46,1934.8
2011-11-22,98.01,114.9,3.415,1918.53
2011-11-21,96.92,114.9,3.399,1928.2
2011-11-18,97.41,115.45,3.316,1914.43
2011-11-17,98.82,115.55,3.41,1919.5
2011-11-16,102.59,115.6,3.344,1906.66
2011-11-15,99.37,115.2,3.404,1915.0
2011-11-14,98.14,115.0,3.458,1914.15
2011-11-11,98.99,115.45,3.584,1911.0
2011-11-10,97.78,115.5,3.649,1913.85
2011-11-09,95.74,116.5,3.652,1913.95
2011-11-08,96.8,117.4,3.745,1910.85
2011-11-07,95.52,117.9,3.6959999999999997,1912.17
2011-11-04,94.26,117.85,3.783,1911.5
2011-11-03,94.07,117.8,3.778,1905.07
2011-11-02,92.51,117.8,3.749,1906.42
2011-11-01,92.19,117.65,3.781,1891.52
2011-10-31,93.19,118.5,3.934,1865.75
2011-10-28,93.32,119.75,3.923,1861.6
2011-10-27,93.96,119.8,3.524,1861.5
2011-10-26,90.2,119.65,3.59,1879.1
2011-10-25,93.17,119.75,3.658,1878.05
2011-10-24,91.27,119.6,3.604,1872.06
2011-10-21,87.4,119.2,3.629,1892.33
2011-10-20,85.3,119.15,3.63,1908.75
2011-10-19,86.11,119.55,3.586,1902.43
2011-10-18,88.34,119.7,3.553,1903.0
2011-10-17,86.38,120.65,3.6879999999999997,1886.75
2011-10-14,86.8,120.9,3.703,1886.1
2011-10-13,84.23,120.9,3.531,1901.03
2011-10-12,85.57,121.1,3.489,1896.0
2011-10-11,85.81,121.25,3.616,1914.75
2011-10-10,85.41,121.2,3.541,1936.9
2011-10-07,82.98,120.8,3.481,1934.8
2011-10-06,82.59,120.6,3.598,1946.8
2011-10-05,79.68,120.35,3.57,1961.1
2011-10-04,75.67,120.0,3.638,1984.6
2011-10-03,77.61,121.4,3.617,1960.95
2011-09-30,79.2,123.2,3.666,1931.99
2011-09-29,82.14,123.45,3.747,1917.65
2011-09-28,81.21,123.5,3.759,1917.33
2011-09-27,84.45,123.45,3.827,1888.25
2011-09-26,80.24,123.35,3.782,1909.45
2011-09-23,79.85,123.55,3.701,1903.94
2011-09-22,80.51,123.55,3.705,1910.0
2011-09-21,85.92,123.65,3.73,1874.0
2011-09-20,86.89,123.55,3.798,1860.0
2011-09-19,85.7,123.6,3.8289999999999997,1856.5
2011-09-16,87.96,123.8,3.809,1821.41
2011-09-15,89.4,123.65,3.878,1821.0
2011-09-14,88.91,123.15,4.039,1826.75
2011-09-13,90.21,123.25,3.98,1813.0
2011-09-12,88.19,123.3,3.885,1821.0
2011-09-09,87.24,123.3,3.915,1798.8
2011-09-08,89.05,123.55,3.98,1788.5
2011-09-07,89.34,123.55,3.94,1790.59
2011-09-06,86.02,123.5,3.9379999999999997,1791.5
2011-09-02,86.45,123.15,3.872,1783.0
2011-09-01,88.93,122.7,4.05,1779.2
2011-08-31,88.81,122.85,4.054,1778.03
2011-08-30,88.9,122.3,3.909,1786.3
2011-08-29,87.27,121.5,3.857,1786.91
2011-08-26,85.37,120.6,3.931,1794.5
2011-08-25,85.3,120.55,3.931,1790.5
2011-08-24,85.16,120.6,3.922,1786.31
2011-08-23,85.44,120.45,3.993,1788.93
2011-08-22,84.12,120.3,3.8890000000000002,1780.0
2011-08-19,82.26,120.0,3.94,1782.9
2011-08-18,82.38,120.15,3.892,1777.0
2011-08-17,87.58,120.45,3.933,1766.25
2011-08-16,86.65,120.1,3.932,1775.46
2011-08-15,87.88,120.05,4.024,1782.0
2011-08-12,85.38,119.55,4.06,1785.7
2011-08-11,85.72,119.45,4.108,1789.57
2011-08-10,82.89,119.5,4.003,1795.98
2011-08-09,79.3,119.15,3.9939999999999998,1811.9
2011-08-08,81.31,119.5,3.935,1814.72
2011-08-05,86.88,120.65,3.941,1789.75
2011-08-04,86.63,120.4,3.941,1785.78
2011-08-03,91.93,121.25,4.09,1770.83
2011-08-02,93.79,121.25,4.155,1770.88
2011-08-01,94.89,120.95,4.188,1768.0
2011-07-29,95.7,121.05,4.145,1778.38
2011-07-28,97.44,121.1,4.244,1772.48
2011-07-27,97.4,121.2,4.37,1766.7
2011-07-26,99.59,121.25,4.37,1759.3
2011-07-25,99.2,121.3,4.386,1764.0
2011-07-22,99.87,121.25,4.399,1756.4
